series_number,part_number,item_number,level,title,call_number,object_number,priref,intellectual_entity,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
3,8.0,687,ITEM,"Item 0687A: Tribune negatives including racism, welfare protest groups, [ca. 1982-1983?]",ON 160/Item 0687A,1050910,110370128,IE4431371,1982-1983,1982-01-01 00:00:00,1983-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370128,http://archival.sl.nsw.gov.au/Details/archive/110369622,35,FL4431373|FL4431374|FL4431375|FL4431376|FL4431377|FL4431378|FL4431379|FL4431380|FL4431381|FL4431382|FL4431383|FL4431384|FL4431385|FL4431386|FL4431387|FL4431388|FL4431389|FL4431390|FL4431391|FL4431392|FL4431393|FL4431394|FL4431395|FL4431396|FL4431397|FL4431398|FL4431399|FL4431400|FL4431401|FL4431402|FL4431403|FL4431404|FL4431405|FL4431406|FL4431407,"Includes:|[Racism, welfare protest groups]|[Concert, band playing]|[Socialist Youth Alliance protest]",,racial discrimination|welfare workers|demonstrations,,
3,8.0,690,ITEM,"Item 0690: Tribune negatives including Comeng workers meeting, 1983",ON 160/Item 0690,1050913,110370131,IE4430858,1982-1983,1982-01-01 00:00:00,1983-12-31 00:00:00,11 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370131,http://archival.sl.nsw.gov.au/Details/archive/110369622,11,FL4430860|FL4430864|FL4430865|FL4430868|FL4430869|FL4430872|FL4430874|FL4430875|FL4430876|FL4430878|FL4430882,"Includes:|Original negative sleeve titled Comeng meeting, 24/5/83",,railway workers|meetings,,
3,8.0,691,ITEM,"Item 0691: Tribune negatives including Comeng workers protest and people inside Parramatta Trade Union Centre, New South Wales, June 1983",ON 160/Item 0691,1050914,110370132,IE4430750,June 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370132,http://archival.sl.nsw.gov.au/Details/archive/110369622,35,FL4430752|FL4430753|FL4430754|FL4430755|FL4430756|FL4430757|FL4430758|FL4430760|FL4430761|FL4430762|FL4430763|FL4430764|FL4430765|FL4430766|FL4430767|FL4430768|FL4430769|FL4430771|FL4430772|FL4430775|FL4430777|FL4430779|FL4430780|FL4430781|FL4430784|FL4430786|FL4430791|FL4430792|FL4430794|FL4430795|FL4430797|FL4430799|FL4430800|FL4430801|FL4430806,"Includes:|Radio Red All Over poster|Comeng workers protest, June 1983|Criterion Hotel|Original negative sleeve titled Comeng workers, Criterion Hotel and Red All Over poster, Parra T.U. Centre, June 17/83",,railway workers|demonstrations|trade unions,,
3,8.0,698,ITEM,"Item 0698: Tribune negatives including Building Workers' Industrial Union march and protest, 1983",ON 160/Item 0698,1050948,110370154,IE4433113,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370154,http://archival.sl.nsw.gov.au/Details/archive/110369622,24,FL4433115|FL4433123|FL4433125|FL4433127|FL4433129|FL4433135|FL4433139|FL4433141|FL4433143|FL4433145|FL4433147|FL4433149|FL4433150|FL4433151|FL4433152|FL4433153|FL4433154|FL4433155|FL4433156|FL4433157|FL4433158|FL4433159|FL4433160|FL4433161,"Includes:|Wran at no dams rally|Building Workers' Industrial Union & building industries site, 1983",,construction & demolition workers|demonstrations,,
3,8.0,700,ITEM,"Item 0700: Tribune negatives including Amalgamated Metals, Foundry and Shipwrights Union picket line and General Motors Holden site and workers, 1983",ON 160/Item 0700,1050952,110370156,IE4435187,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370156,http://archival.sl.nsw.gov.au/Details/archive/110369622,28,FL4435189|FL4435195|FL4435197|FL4435199|FL4435200|FL4435203|FL4435206|FL4435208|FL4435211|FL4435213|FL4435215|FL4435218|FL4435220|FL4435221|FL4435222|FL4435223|FL4435224|FL4435228|FL4435229|FL4435233|FL4435235|FL4435237|FL4435240|FL4435242|FL4435246|FL4435250|FL4435252|FL4435254,"Includes:|Amalgamated Metals, Foundry and Shipwrights Union, South Australia, 1983|Original negative sleeve titled South Australian AMFSU, SA, 1983",,pickets|workers,,
3,9.0,702,ITEM,"Item 0702: Tribune negatives including General Motors Holden workers meeting and Builder Labourers Federation asbestos protest, June 1983",ON 160/Item 0702,1050981,110370173,IE4434085,June 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370173,http://archival.sl.nsw.gov.au/Details/archive/110369624,20,FL4434087|FL4434090|FL4434094|FL4434095|FL4434097|FL4434098|FL4434099|FL4434102|FL4434104|FL4434105|FL4434106|FL4434108|FL4434112|FL4434114|FL4434117|FL4434118|FL4434119|FL4434122|FL4434124|FL4434125,"Includes:|General Motors Holden, Adelaide, June 1983|Builder Labourers Federation, asbestos, Adelaide, June 1983|Original negative sleeve titled GMH & BLF asbestos, Adelaide, June 1983",,workers|meetings|building labourers,,
3,9.0,716,ITEM,"Item 0716: Tribune negatives including BHP steelworks and coke furnaces, Port Kembla, New South Wales, 1983",ON 160/Item 0716,1051053,110370204,IE4435959,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,43 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370204,http://archival.sl.nsw.gov.au/Details/archive/110369624,43,FL4435961|FL4435964|FL4435965|FL4435967|FL4435968|FL4435970|FL4435972|FL4435973|FL4435975|FL4435976|FL4435977|FL4435979|FL4435980|FL4435982|FL4435984|FL4435986|FL4435988|FL4435990|FL4435994|FL4435995|FL4435996|FL4435998|FL4436000|FL4436002|FL4436003|FL4436005|FL4436006|FL4436007|FL4436009|FL4436012|FL4436013|FL4436014|FL4436015|FL4436016|FL4436017|FL4436018|FL4436019|FL4436020|FL4436021|FL4436022|FL4436023|FL4436024|FL4436025,"Includes:|Port Kembla - port, steelworks, coke furnaces, 1983|BHP Port Kembla steelworks, 1983",,iron & steel works|coke works|iron & steel industry,,Port Kembla (N.S.W.)
3,9.0,717,ITEM,"Item 0717: Tribune negatives including portraits of ironworkers at Trade Union Rank & File Workers Conference, July-August 1983",ON 160/Item 0717,1051055,110370205,IE4439136,July-August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370205,http://archival.sl.nsw.gov.au/Details/archive/110369624,27,FL4439138|FL4439139|FL4439140|FL4439141|FL4439142|FL4439143|FL4439144|FL4439145|FL4439146|FL4439147|FL4439148|FL4439149|FL4439150|FL4439151|FL4439152|FL4439153|FL4439154|FL4439155|FL4439156|FL4439157|FL4439158|FL4439159|FL4439160|FL4439161|FL4439162|FL4439163|FL4439164,"Includes:|PCI posters|Vietnam calender|Wollongong, Communist Party of Australia election poster|Open University (French poster)|Zimbabwe poster|BHP poster|Ironworkers rank & file individual shots|Jimmy Drumm, Sinn Fein, August 1983|El Salvador poster, July 1983",,ironworkers|conventions,,
3,9.0,724,ITEM,"Item 0724: Tribune negatives including Comeng workers victory rally, August 1983",ON 160/Item 0724,1051080,110370225,IE4434825,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370225,http://archival.sl.nsw.gov.au/Details/archive/110369624,18,FL4434827|FL4434831|FL4434837|FL4434839|FL4434840|FL4434842|FL4434843|FL4434845|FL4434849|FL4434853|FL4434856|FL4434858|FL4434860|FL4434864|FL4434866|FL4434869|FL4434870|FL4434871,"Includes:|Comeng victory rally, August 1983",,rallies|victory celebrations|railway workers,,
3,9.0,740,ITEM,"Item 0740: Tribune negatives including BHP and heavy industry, Newcastle, New South Wales, September 1983",ON 160/Item 0740,1051192,110370284,IE4434354,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370284,http://archival.sl.nsw.gov.au/Details/archive/110369624,20,FL4434356|FL4434360|FL4434361|FL4434363|FL4434364|FL4434365|FL4434366|FL4434368|FL4434369|FL4434370|FL4434372|FL4434374|FL4434375|FL4434377|FL4434379|FL4434380|FL4434381|FL4434383|FL4434384|FL4434385,"Includes:|Newcastle - heavy industries, September 1983|Original negative sleeve titled Newcastle",,industrial areas|iron & steel works,,Newcastle (N.S.W.)
3,10.0,755,ITEM,"Item 0755: Tribune negatives including building workers at construction site, Sydney, New South Wales, October 1983 / photographed by Oliver Strewe",ON 160/Item 0755,1051244,110370307,IE4435172,October 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370307,http://archival.sl.nsw.gov.au/Details/archive/110369625,36,FL4435174|FL4435175|FL4435176|FL4435177|FL4435178|FL4435179|FL4435180|FL4435181|FL4435182|FL4435183|FL4435184|FL4435185|FL4435186|FL4435190|FL4435191|FL4435192|FL4435193|FL4435194|FL4435196|FL4435198|FL4435201|FL4435202|FL4435204|FL4435205|FL4435207|FL4435209|FL4435210|FL4435212|FL4435214|FL4435216|FL4435217|FL4435219|FL4435225|FL4435226|FL4435227|FL4435230,"Includes:|Building workers, construction site, Sydney, October 1983|Oliver Strewe's photos|Original negative sleeve titled Construction site",,construction sites|building construction|construction & demolition workers,,
3,10.0,763,ITEM,"Item 0763: Tribune negatives including hospitals, iron and steel works, and city views, Wollongong, New South Wales, [ca. 1983]",ON 160/Item 0763,1051263,110370319,IE4438373,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,57 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370319,http://archival.sl.nsw.gov.au/Details/archive/110369625,57,FL4438375|FL4438376|FL4438377|FL4438378|FL4438379|FL4438380|FL4438381|FL4438382|FL4438383|FL4438384|FL4438385|FL4438386|FL4438390|FL4438391|FL4438394|FL4438395|FL4438396|FL4438398|FL4438399|FL4438400|FL4438401|FL4438406|FL4438407|FL4438408|FL4438409|FL4438410|FL4438417|FL4438419|FL4438422|FL4438426|FL4438428|FL4438429|FL4438430|FL4438431|FL4438432|FL4438433|FL4438435|FL4438438|FL4438439|FL4438442|FL4438443|FL4438445|FL4438448|FL4438450|FL4438452|FL4438454|FL4438455|FL4438456|FL4438457|FL4438459|FL4438461|FL4438462|FL4438464|FL4438465|FL4438466|FL4438468|FL4438470,"Original negative sleeve annotated Shots related to health publication, good shots A.I. & S.|Includes:|[Cringila]|[Nunyara Rehabilitation Day Hospital]|[Wollongong Hospital]|[Baringa Centre, Wollongong?]",Hospitals--New South Wales.,interiors|hospitals|posters & placards|iron & steel works|ambulances,,"Wollongong (N.S.W.)|Crown Street (Wollongong, N.S.W.)|Australian Iron and Steel (Port Kembla, N.S.W.)"
3,11.0,809,ITEM,"Item 0809: Tribune negatives including industrial health picket, Melbourne, Victoria and Building Workers' Industrial Union election, [ca. 1984]",ON 160/Item 0809,1054434,110370365,IE4441109,1984,1984-01-01 00:00:00,1984-12-31 00:00:00,15 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370365,http://archival.sl.nsw.gov.au/Details/archive/110369626,15,FL4441176|FL4441178|FL4441181|FL4441182|FL4441185|FL4441187|FL4441188|FL4441190|FL4441193|FL4441195|FL4441196|FL4441198|FL4441201|FL4441202|FL4441204,"Original negative sleeve titled Building Workers' Industrial Union elections, Barbara Hartford and industrial health picket, Melb",,pickets|industrial workers|construction & demolition workers,,
3,11.0,815,ITEM,"Item 0815: Tribune negatives including maritime, sea fare unions and ship building industry at Cockatoo Island, June 1984",ON 160/Item 0815,1054929,110370379,IE4441805,June 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370379,http://archival.sl.nsw.gov.au/Details/archive/110369626,42,FL4441995|FL4441998|FL4441999|FL4442000|FL4442004|FL4442005|FL4442008|FL4442010|FL4442011|FL4442013|FL4442015|FL4442017|FL4442018|FL4442020|FL4442022|FL4442026|FL4442029|FL4442031|FL4442032|FL4442034|FL4442039|FL4442041|FL4442044|FL4442046|FL4442049|FL4442051|FL4442053|FL4442055|FL4442057|FL4442059|FL4442063|FL4442066|FL4442068|FL4442072|FL4442074|FL4442075|FL4442079|FL4442081|FL4442083|FL4442087|FL4442088|FL4442090,"Includes:|Cockatoo Island/Maritime/Sea fare Unions, ship building industry, June 1984|Original negative sleeve titled 6.84",,ships|shipping industry|workers,,Cockatoo Island (N.S.W.)
3,11.0,816,ITEM,"Item 0816: Tribune negatives including coin workers protest and Australian Labor Party State Conference, Town Hall, Sydney, June 1984",ON 160/Item 0816,1054930,110370380,IE4441146,June 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370380,http://archival.sl.nsw.gov.au/Details/archive/110369626,35,FL4441250|FL4441251|FL4441252|FL4441253|FL4441254|FL4441255|FL4441259|FL4441261|FL4441263|FL4441265|FL4441266|FL4441269|FL4441271|FL4441274|FL4441276|FL4441279|FL4441281|FL4441282|FL4441284|FL4441285|FL4441287|FL4441289|FL4441301|FL4441303|FL4441304|FL4441306|FL4441307|FL4441308|FL4441309|FL4441310|FL4441312|FL4441313|FL4441314|FL4441315|FL4441316,"Includes:|Coin demonstration (blanks < Korea) week of 13.3.84, June 1984|Australian Labor Party State Conference, Town Hall, Sydney, June 1984|Stumblebum, Sydney launch (Laurie Aarons, D. Marr, D. Combe), June 1984|Gay Liberation, Stonwell, June 1984|Cockatoo Island/Maritime/Sea fare Union, ship building industry, June 1984|Original negative sleeve titled 6/84",,conventions|workers|demonstrations,,
3,11.0,824,ITEM,"Item 0824: Tribune negatives including Cockatoo Island docks protest, Sydney, New South Wales, July-August 1984",ON 160/Item 0824,1054951,110370394,IE4443480,July-August 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370394,http://archival.sl.nsw.gov.au/Details/archive/110369626,25,FL4443541|FL4443542|FL4443545|FL4443547|FL4443548|FL4443549|FL4443550|FL4443551|FL4443553|FL4443554|FL4443557|FL4443558|FL4443559|FL4443560|FL4443562|FL4443564|FL4443567|FL4443568|FL4443571|FL4443572|FL4443573|FL4443574|FL4443576|FL4443578|FL4443581,"Includes:|Peace graphics, August 1984|Cockatoo docks protests, July 1984|Original negative sleeve titled 1) Cockatoo docks protest (July 84), 2) peace graphics",,demonstrations|workers|shipyards,,
3,11.0,841,ITEM,"Item 0841: Tribune negatives including Melbourne gay and lesbians picketing New Zealand Tourist Bureau and Electrical Trades Union rally, Queensland, June-August 1985",ON 160/Item 0841,1054994,110370428,IE4445893,June-August 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,84 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370428,http://archival.sl.nsw.gov.au/Details/archive/110369626,84,FL4446093|FL4446094|FL4446095|FL4446096|FL4446097|FL4446098|FL4446099|FL4446100|FL4446101|FL4446102|FL4446103|FL4446104|FL4446105|FL4446106|FL4446107|FL4446108|FL4446109|FL4446110|FL4446111|FL4446112|FL4446113|FL4446114|FL4446115|FL4446116|FL4446117|FL4446118|FL4446119|FL4446120|FL4446121|FL4446122|FL4446123|FL4446124|FL4446125|FL4446126|FL4446127|FL4446128|FL4446129|FL4446130|FL4446131|FL4446132|FL4446133|FL4446134|FL4446135|FL4446136|FL4446137|FL4446138|FL4446139|FL4446140|FL4446141|FL4446142|FL4446143|FL4446144|FL4446145|FL4446146|FL4446147|FL4446148|FL4446149|FL4446150|FL4446151|FL4446152|FL4446153|FL4446154|FL4446155|FL4446156|FL4446157|FL4446158|FL4446159|FL4446160|FL4446161|FL4446162|FL4446163|FL4446164|FL4446165|FL4446169|FL4446171|FL4446173|FL4446174|FL4446178|FL4446180|FL4446181|FL4446184|FL4446186|FL4446187|FL4446189,"Includes:|Bronwyn Ridgeway, burnt out car, 1985|Squatters exhibition, June 1985|Opera House picket, August 1985|Melbourne, gay demonstration US, N.Z., August 1985|Gay demonstration New Zealand, August 1985|Exhibition, squatters, June 1985|Electrical Trades Union Queensland rally, August 1985|Original negative sleeve titled Squatters exhib June '85, Opera House protest Aug '85, Melb. gay& lesb. GP's picketing NZ Tourist Bureau Aug '85 and S.A.A. protests, Electrical Trades Union Queensland rally, Aug? '85, Bronwyn Ridgeway's burnt out car mid '85, Vic ALP mid '85, Childcare demo at ALP fundraising early '85",,pickets|gays|lesbians|rallies|workers|tourist information bureaus,,
3,12.0,854,ITEM,"Item 0854: Tribune negatives including General Motors Holden picket, Victoria and United States out of Central America protest, 1984",ON 160/Item 0854,1055019,110370451,IE4451083,1984,1984-01-01 00:00:00,1984-12-31 00:00:00,49 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370451,http://archival.sl.nsw.gov.au/Details/archive/110369627,50,FL4451085|FL4451087|FL4451088|FL4451089|FL4451090|FL4451092|FL4451093|FL4451094|FL4451095|FL4451097|FL4451099|FL4451100|FL4451102|FL4451105|FL4451106|FL4451107|FL4451109|FL4451110|FL4451112|FL4451113|FL4451115|FL4451116|FL4451117|FL4451118|FL4451119|FL4451121|FL4451123|FL4451125|FL4451126|FL4451127|FL4451128|FL4451129|FL4451131|FL4451132|FL4451134|FL4451135|FL4451136|FL4451137|FL4451138|FL4451141|FL4451143|FL4451144|FL4451145|FL4451146|FL4451148|FL4451149|FL4451150|FL4451151|FL4451153|FL4451155,"Includes:|Denis I broken window, 1984|General Motors Holden Victoria picket, 1984|Seamans Union, E.V. Elliot funeral, 1984|E.V. Elliot (Seamans union) funeral, 1984|Central America, anti United States demonstration, 1984|Original negative sleeve titled US out of Central America demo, Denis i broken window, Picket line GMH Vict '84, Seamans Union - EV Elliot funeral",,pickets|demonstrations|workers,,
3,12.0,875,ITEM,"Item 0875: Tribune negatives including Tribune workers, Communist Party of Australia members and farewell to Peter Murphy, Phil Gissing, 1985",ON 160/Item 0875,1055070,110370496,IE4449705,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370496,http://archival.sl.nsw.gov.au/Details/archive/110369627,32,FL4449707|FL4449709|FL4449710|FL4449711|FL4449715|FL4449718|FL4449720|FL4449721|FL4449724|FL4449726|FL4449729|FL4449733|FL4449734|FL4449737|FL4449738|FL4449740|FL4449742|FL4449743|FL4449746|FL4449747|FL4449749|FL4449750|FL4449752|FL4449753|FL4449754|FL4449756|FL4449757|FL4449759|FL4449760|FL4449762|FL4449763|FL4449764,"Includes:|Tribune intervention & Communist Party of Australia people pictures, farewell to Peter Murphy & Phil Gissing, 1985|Original negative sleeve titled Trib. people pics & intervention & CPA people, Farewell to Peter Murphy & Phil Gissing",,farewells|workers,,
3,12.0,892,ITEM,"Item 0892: Tribune negatives including Gough Whitlam at Sydney University and Sequeb protest, Brisbane, Queensland, 1985",ON 160/Item 0892,1055106,110370524,IE4461704,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370524,http://archival.sl.nsw.gov.au/Details/archive/110369627,35,FL4461706|FL4461707|FL4461708|FL4461709|FL4461710|FL4461711|FL4461712|FL4461713|FL4461714|FL4461715|FL4461716|FL4461717|FL4461718|FL4461719|FL4461720|FL4461721|FL4461722|FL4461723|FL4461724|FL4461725|FL4461726|FL4461727|FL4461728|FL4461729|FL4461730|FL4461731|FL4461732|FL4461733|FL4461734|FL4461735|FL4461736|FL4461737|FL4461738|FL4461739|FL4461740,"Includes:|Transport House, October 1985|Sequeb demonstration, 1985|Whitlam at Sydney University, October 1985|Unemployment, Survival on the Dole book launch, 1985|Book launch, Survival on the Dole, 1985|Original negative sleeve titled Survival on the Dole book launch '85, Brisbane SEQUEB demo, Gough at Syd Uni Nov '85, Transport House",,demonstrations|workers,"Whitlam, Gough, 1916-2014",
3,13.0,926,ITEM,"Item 0926: Tribune negatives including steelworks, hospital, Coalcliff Colliery and International Women's Day dinner, Wollongong, New South Wales, 1986",ON 160/Item 0926,1055184,110370565,IE4464624,1986,1986-01-01 00:00:00,1986-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370565,http://archival.sl.nsw.gov.au/Details/archive/110369628,40,FL4464702|FL4464705|FL4464708|FL4464710|FL4464711|FL4464714|FL4464716|FL4464717|FL4464719|FL4464723|FL4464724|FL4464726|FL4464727|FL4464730|FL4464733|FL4464735|FL4464736|FL4464738|FL4464741|FL4464742|FL4464743|FL4464745|FL4464747|FL4464748|FL4464750|FL4464752|FL4464753|FL4464756|FL4464758|FL4464759|FL4464761|FL4464762|FL4464765|FL4464766|FL4464769|FL4464771|FL4464772|FL4464773|FL4464775|FL4464777,"Includes:|Tenants Union, August 1986|Wollongong, steelworks, hospital, Coalcliff Colliery, 1986|Wollongong, International Women's Day dinner, March 1986|Original negative sleeve titled Wollongong early '86 - steelworks, hosp, Coalcliff colliery etc. & IWD dinner March '86",,dinners|iron & steel works|hospitals|coalmines,,
3,13.0,929,ITEM,"Item 0929: Tribune negatives including Grimes childcare, Sydney University, New South Wales and childcare protests, Victoria, March 1986",ON 160/Item 0929,1055195,110370574,IE4465843,March 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,47 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370574,http://archival.sl.nsw.gov.au/Details/archive/110369628,47,FL4465893|FL4465894|FL4465895|FL4465896|FL4465897|FL4465898|FL4465899|FL4465900|FL4465901|FL4465902|FL4465903|FL4465904|FL4465905|FL4465906|FL4465907|FL4465908|FL4465909|FL4465910|FL4465911|FL4465912|FL4465913|FL4465914|FL4465915|FL4465916|FL4465917|FL4465918|FL4465919|FL4465920|FL4465921|FL4465922|FL4465923|FL4465924|FL4465925|FL4465926|FL4465927|FL4465928|FL4465929|FL4465930|FL4465931|FL4465935|FL4465936|FL4465938|FL4465942|FL4465944|FL4465947|FL4465949|FL4465950,"Includes:|Grimes (Childcare, Sydney University), March 1986|Childcare, Victoria, March 1986|Original negative sleeve titled Childcare Syd Uni March '86 & Grimes",,demonstrations|child care|child-care workers,,
3,13.0,934,ITEM,"Item 0934: Tribune negatives including Palm Sunday and ABC production officers, March-April 1986",ON 160/Item 0934,1055206,110370583,IE4464860,March-April 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,44 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370583,http://archival.sl.nsw.gov.au/Details/archive/110369628,44,FL4464950|FL4464954|FL4464958|FL4464960|FL4464963|FL4464965|FL4464967|FL4464970|FL4464971|FL4464973|FL4464974|FL4464976|FL4464978|FL4464982|FL4464983|FL4464985|FL4464988|FL4464990|FL4464991|FL4464993|FL4464995|FL4464997|FL4464998|FL4465000|FL4465001|FL4465004|FL4465006|FL4465008|FL4465010|FL4465012|FL4465014|FL4465016|FL4465018|FL4465020|FL4465022|FL4465024|FL4465026|FL4465028|FL4465029|FL4465031|FL4465032|FL4465034|FL4465035|FL4465037,"Includes:|Palm Sunday, April 1986|ABC production officers, March 1986|Original negative sleeve titled ABC production officers, Palm Sun. '86",,demonstrations|workers,,
3,13.0,949,ITEM,"Item 0949: Tribune negatives including dockyard, seamen workers and anti-apartheid protests, Melbourne, Victoria, June 1986",ON 160/Item 0949,1055240,110370605,IE4478938,June 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370605,http://archival.sl.nsw.gov.au/Details/archive/110369628,34,FL4479049|FL4479050|FL4479051|FL4479052|FL4479053|FL4479054|FL4479055|FL4479056|FL4479057|FL4479058|FL4479059|FL4479060|FL4479061|FL4479062|FL4479063|FL4479064|FL4479065|FL4479066|FL4479067|FL4479068|FL4479072|FL4479073|FL4479074|FL4479075|FL4479078|FL4479080|FL4479082|FL4479083|FL4479086|FL4479090|FL4479092|FL4479094|FL4479095|FL4479097,"Includes:|Eileen Powell, ARU, June 1986|Williamstown workers outside Defence Ministry, June 1986|Anti-apartheid, Melbourne, Shell headquarters, June 1986|Original negative sleeve titled Eileen Powell ARU June '86, Melb anti-apart. Shell headquarters city sq. June '86, Williamstown wk's outside Defence Ministry, June '86",,workers|demonstrations|wharf labourers|apartheid,,
3,14.0,954,ITEM,"Item 0954: Tribune negatives including work for dole demonstration at Commonwealth Employment Service and Builder Labourer's Federation protest, Sydney, New South Wales, June-July 1986",ON 160/Item 0954,1055247,110370610,IE4466395,June-July 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370610,http://archival.sl.nsw.gov.au/Details/archive/110369629,37,FL4466477|FL4466480|FL4466481|FL4466483|FL4466484|FL4466486|FL4466487|FL4466488|FL4466494|FL4466496|FL4466498|FL4466499|FL4466500|FL4466501|FL4466502|FL4466503|FL4466504|FL4466505|FL4466506|FL4466507|FL4466508|FL4466509|FL4466510|FL4466511|FL4466512|FL4466513|FL4466514|FL4466515|FL4466516|FL4466517|FL4466518|FL4466519|FL4466520|FL4466521|FL4466522|FL4466523|FL4466524,"Includes:|Gary Foley, June 1986|Work for Dole protest Broadway Commonwealth Employment Service, July 1986|Unemployed, work for dole protest, June 1986|Romny-Philipp Castillo, June 1986|Apartheid - run, June 1986|African National Congress & South West Africa People's Organization dance, Trude Aspeling, June 1986|Builder Labourer's Federation at Building Workers Industrial Union, July 1986|Original negative sleeve titled BLF at BWIU July '86, Romny Castillo, Wk for dole protest, Brdway CES July '86, Run for apartheid June '86, Gary Foley, ANC & SWAPO dance - Trude Aspeling",,demonstrations|welfare establishments|workers,,
3,14.0,977,ITEM,"Item 0977: Tribune negatives including tram workers stop work meeting, Melbourne, Victoria and monorail protest, Sydney, New South Wales, September 1986",ON 160/Item 0977,1055329,110370668,IE4491284,September 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370668,http://archival.sl.nsw.gov.au/Details/archive/110369629,41,FL4491405|FL4491406|FL4491407|FL4491408|FL4491409|FL4491410|FL4491411|FL4491412|FL4491413|FL4491414|FL4491415|FL4491416|FL4491417|FL4491418|FL4491419|FL4491420|FL4491421|FL4491422|FL4491423|FL4491424|FL4491425|FL4491426|FL4491427|FL4491428|FL4491429|FL4491430|FL4491431|FL4491432|FL4491433|FL4491434|FL4491435|FL4491436|FL4491437|FL4491438|FL4491439|FL4491440|FL4491441|FL4491442|FL4491443|FL4491444|FL4491445,"Includes:|Jan Smith, demonstration, Sydney, September 1986|Anti-monorail, September 1986|Tram workers stop work, Melbourne, September 1986|Black deaths in custody mobilisation, Melbourne, September 1986|Australian Political Studies Association meeting, September 1986|Original negative sleeve titled Black deaths Melb. Sept '86, Tram wrks Melb., Jan Smith demo, Anti-monorail, APSA meeting",,demonstrations|meetings|workers,,
3,14.0,986,ITEM,"Item 0986a: Tribune negatives including head shots of metal workers, October 1986",ON 160/Item 0986a,1055334,110370673,IE4469818,October 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370673,http://archival.sl.nsw.gov.au/Details/archive/110369629,39,FL4469904|FL4469907|FL4469909|FL4469910|FL4469911|FL4469913|FL4469914|FL4469917|FL4469918|FL4469919|FL4469921|FL4469922|FL4469924|FL4469926|FL4469930|FL4469932|FL4469933|FL4469935|FL4469937|FL4469939|FL4469941|FL4469943|FL4469945|FL4469947|FL4469949|FL4469950|FL4469953|FL4469956|FL4469959|FL4469960|FL4469962|FL4469964|FL4469966|FL4469969|FL4469970|FL4469972|FL4469975|FL4469976|FL4469978,"Includes:|Metalworkers, head shots, October 1986|Original negative sleeve titled Metalworkers head shots Oct '86",,industrial workers|portraits|cats,,
